Id,Title,Score,Body,CreationDate
"4909140","refactoring sql in php","0","<p>What is a good place to put sql commands so they do not appear in the main code, how can this be done? How can sql commands such as the following be refactorised:</p>

<pre><code>function select_Query($sql, $link)
{
    $query = mysqli_query($link, $sql);

    if (!$query)
    {
        echo ""Failure""; #   TODO: LOG THIS
    }

    $data = array();
    while ($row = mysqli_fetch_array($query) )
    {
        $data[] = $row;
    }    

    return $data;
}


$query = select_Query(""SELECT thread.title, thread.id as t_id,
                         thread.content
                         FROM thread
                         LIMIT $start, 30"", $link);
</code></pre>

<p>How would you factorise the $query var part to generalise it for other sql statements - as that is fairly simple sql, however when several joins are used sql commands take up several lines in my code, I don't want to mix them with my php code.</p>
","2011-02-05 19:29:39"
"12643912","refactoring a view (and inherited variables)","0","<p>I have this code view that is very hard to read and needs some refactoring:</p>

<pre><code>  &lt;div class=""tab-content""&gt;
    &lt;% @posts.each_with_index do |post,pi| %&gt;
      &lt;div class=""tab-pane fade &lt;%= 'active in' if pi == 0 %&gt;"" id=""&lt;%= ""post_""+ pi.to_s %&gt;""&gt;
        &lt;h2&gt;&lt;%= post.title %&gt;&lt;/h2&gt;
        &lt;ul class=""thumbnails""&gt;
          &lt;% post.assets.each_with_index do |asset, i| %&gt;
            &lt;%= link_to (image_tag (asset.photo.url(:thumb))), ""#p""+pi.to_s+""a""+i.to_s, :""data-toggle"" =&gt; ""modal"", :class =&gt; ""thumbnail span2"" %&gt;
            &lt;div class=""modal hide fade"" id=""&lt;%= ""p""+pi.to_s+""a""+i.to_s %&gt;"" &gt;
              &lt;div class=""modal-body""&gt;
                &lt;div class=""carousel slide"" id=""&lt;%= ""carousel_""+""p""+pi.to_s+""a""+i.to_s %&gt;"" &gt;
                  &lt;div class=""carousel-inner"" &gt;
                    &lt;% post.assets.each_with_index do |photo, ai| %&gt;
                      &lt;div class=""&lt;%= 'active ' if ai == i %&gt;item""&gt;
                        &lt;%= image_tag photo.photo.url(:normal) %&gt;
                        &lt;div class=""carousel-caption""&gt;
                          &lt;h4&gt;&lt;%= post.title %&gt;&lt;/h4&gt;
                        &lt;/div&gt;
                      &lt;/div&gt;
                    &lt;% end %&gt;
                  &lt;/div&gt;
                  &lt;a class=""carousel-control left"" href=""&lt;%= ""#carousel_""+""p""+pi.to_s+""a""+i.to_s %&gt;"" data-slide=""prev""&gt;&amp;lsaquo;&lt;/a&gt;
                  &lt;a class=""carousel-control right"" href=""&lt;%= ""#carousel_""+""p""+pi.to_s+""a""+i.to_s %&gt;"" data-slide=""next""&gt;&amp;rsaquo;&lt;/a&gt;
                &lt;/div&gt;
              &lt;/div&gt;
            &lt;/div&gt;
          &lt;% end %&gt;
        &lt;/ul&gt;
        &lt;div&gt;&lt;%= mdown(post.content) %&gt;&lt;/div&gt;
        &lt;p&gt;&lt;%= raw post.tags.map(&amp;:name).map { |t| link_to t, tag_path(t) }.join(', ') %&gt;&lt;/p&gt;
        &lt;p&gt;
          &lt;%= link_to 'Show', post %&gt;
          &lt;%= link_to 'Edit', edit_post_path(post) %&gt;
          &lt;%= link_to 'Destroy', post, method: :delete, data: { confirm: 'Are you sure?' } %&gt;
        &lt;/p&gt;
      &lt;/div&gt;
    &lt;% end %&gt;

    &lt;br /&gt;

    &lt;%= link_to 'New Post', new_post_path %&gt;
  &lt;/div&gt;
</code></pre>

<p>Basically it lists each post, and renders each image of the post. Each image is a clickable thumbnail that pops up a modal conatining a carousel. Each carousel contains again each photo for the given post.</p>

<p>My idea was to move code from line 8 to line 24 and move it into a partial. The problem is that I get this error:</p>

<pre><code>undefined local variable or method `pi' for #&lt;#&lt;Class:0x000000023b18f0&gt;:0x007f91ec67c458&gt;
</code></pre>

<p>Is there a way to make a partial inherit a variable from the parent?</p>
","2012-09-28 16:30:53"
"7106474","refactoring problem with one of my classes","0","<p>i wrote a program and i named my <code>class StatusListActivity</code> which <code>extend Activity</code>  and is the launcher and main class. I tried refactoring it by  changing the name to something else and whenever i tried to run the application, it closes please do you have an idea of what the problem was.</p>
","2011-08-18 11:12:31"
"33232685","refactoring error in maven","0","<p>I have one parent project with its 4 child (project) in maven.But when i am going to execute that one.it gives following plugin in error.How could i resolve this error??plz help me</p>

<pre><code>1.Unable to update index for central|http://repo1.maven.org/maven2 
2.plug in 'org.maven.ide.eclipse.refactoring' contributed an invalid Menu extension


Parent project pom.xml is

&lt;project xmlns=""http://maven.apache.org/POM/4.0.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd""&gt;
    &lt;modelVersion&gt;4.0.0&lt;/modelVersion&gt;
      &lt;groupId&gt;com.te.sss&lt;/groupId&gt;
      &lt;artifactId&gt;iin&lt;/artifactId&gt;
      &lt;version&gt;0.0.1-SNAPSHOT&lt;/version&gt;
      &lt;packaging&gt;pom&lt;/packaging&gt;
      &lt;name&gt;iin&lt;/name&gt;
      &lt;description&gt;parent&lt;/description&gt;
      &lt;modules&gt;
      &lt;module&gt;../commons&lt;/module&gt;
      &lt;module&gt;../dao&lt;/module&gt;
      &lt;module&gt;../core&lt;/module&gt;
      &lt;module&gt;../web&lt;/module&gt;
      &lt;/modules&gt;  
    &lt;/project&gt;
</code></pre>
","2015-10-20 09:18:16"
"10835677","refactor linq expression to remove duplicate code","0","<p>I have the following piece of code and I try to refactor this to remove the duplicate code. However every time I try to refactor it I get stuck. Is there someone who can help me out with this issue.</p>

<pre><code>    public static IOrderedQueryable&lt;T&gt; ObjectSort&lt;T&gt;(this IQueryable&lt;T&gt; entities, Expression&lt;Func&lt;T, object&gt;&gt; expression, string order = ""asc"")
    {
        var sortOrder = order == ""asc"" ? SortOrder.Ascending : SortOrder.Descending;
        return entities.ObjectSort(expression, sortOrder);
    }

    public static IOrderedQueryable&lt;T&gt; ObjectThenBy&lt;T&gt;(this IOrderedQueryable&lt;T&gt; entities, Expression&lt;Func&lt;T, object&gt;&gt; expression, string order = ""asc"")
    {
        var sortOrder = order == ""asc"" ? SortOrder.Ascending : SortOrder.Descending;
        return entities.ObjectThenBy(expression, sortOrder);
    }

    public static IOrderedQueryable&lt;T&gt; ObjectSort&lt;T&gt;(this IQueryable&lt;T&gt; entities, Expression&lt;Func&lt;T, object&gt;&gt; expression, SortOrder order = SortOrder.Ascending)
    {
        var unaryExpression = expression.Body as UnaryExpression;
        if (unaryExpression != null)
        {
            var propertyExpression = (MemberExpression)unaryExpression.Operand;
            var parameters = expression.Parameters;

            if (propertyExpression.Type == typeof(DateTime))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, DateTime&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.OrderBy(newExpression) : entities.OrderByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(DateTime?))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, DateTime?&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.OrderBy(newExpression) : entities.OrderByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(int))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, int&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.OrderBy(newExpression) : entities.OrderByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(int?))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, int?&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.OrderBy(newExpression) : entities.OrderByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(bool))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, bool&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.OrderBy(newExpression) : entities.OrderByDescending(newExpression);
            }

            throw new NotSupportedException(""Object type resolution not implemented for this type"");
        }
        return order == SortOrder.Ascending ? entities.OrderBy(expression) : entities.OrderByDescending(expression);
    }

    public static IOrderedQueryable&lt;T&gt; ObjectThenBy&lt;T&gt;(this IOrderedQueryable&lt;T&gt; entities, Expression&lt;Func&lt;T, object&gt;&gt; expression, SortOrder order = SortOrder.Ascending)
    {
        var unaryExpression = expression.Body as UnaryExpression;
        if (unaryExpression != null)
        {
            var propertyExpression = (MemberExpression)unaryExpression.Operand;
            var parameters = expression.Parameters;

            if (propertyExpression.Type == typeof(DateTime))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, DateTime&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.ThenBy(newExpression) : entities.ThenByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(DateTime?))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, DateTime?&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.ThenBy(newExpression) : entities.ThenByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(int))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, int&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.ThenBy(newExpression) : entities.ThenByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(int?))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, int?&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.ThenBy(newExpression) : entities.ThenByDescending(newExpression);
            }

            if (propertyExpression.Type == typeof(bool))
            {
                var newExpression = Expression.Lambda&lt;Func&lt;T, bool&gt;&gt;(propertyExpression, parameters);
                return order == SortOrder.Ascending ? entities.ThenBy(newExpression) : entities.ThenByDescending(newExpression);
            }

            throw new NotSupportedException(""Object type resolution not implemented for this type"");
        }
        return order == SortOrder.Ascending ? entities.ThenBy(expression) : entities.ThenByDescending(expression);
    }
</code></pre>

<p>Please note the difference is the OrderBy and the ThenBy... The rest is exactly the same. Hopefully someone knows a way to refactor this. I was trying to create a Func parameter to pass the OrderBy or the ThenBy method. However everything I try I get stuck.</p>
","2012-05-31 14:32:42"
"42667204","refactoring - coworker interaction","0","<p>my only coworker used the following code execution to compile code to pdf</p>

<ul>
<li>compile to pdf (1st time): produce a first draft version and an .xlsx. but the only purpose is to create the .xlsx.</li>
<li>compile the same file to pdf (2d time): look up in the previously created .xlsx to produce the pdf</li>
</ul>

<p>To have the process in one pass, simplified and avoid a source of foreseeable bugs (2 pass compilation... hell), I mentioned that we could:</p>

<ul>
<li>reorganize the code</li>
<li>use 'in-line' code functionality (code in the latex area)</li>
</ul>

<p>his answer was something like</p>

<blockquote>
  <p>well it works if you follow the step I describe so no need to change
  it and it is written in the comments that you have to compile it twice.</p>
</blockquote>

<p>I had to take the time to write the step on a paper. We let non-programmer run this code to produce reports. They don't read comments.</p>

<p>if I refactor the code he will really be upset, because it is not the way he started with plus as mentionned it works if you follow his instruction.</p>

<p>did you already faced it. how did you resolved it?</p>

<p>thanks</p>
","2017-03-08 09:13:53"
"24403185","refactor code to avoid N+1 query","0","<p>I have my association like this</p>

<p><code>models/transcription.rb</code></p>

<pre><code>class Transcription &lt; ActiveRecord::Base
  belongs_to :transcription_status, :class_name =&gt; ""TranscriptionStatus"",
    :inverse_of =&gt; :transcriptions


  # Initialize to ""new"" status if a status isn't already set
  def setup_status
    if transcription_status.nil?  # this method is taking lots of execution time ( N + 1 )
      status = TranscriptionStatus.find_by_state(""new"")
      if status
        self.transcription_status = status
      end
    end
  end
end
</code></pre>

<p><code>models/transcription_status.rb</code></p>

<pre><code>class TranscriptionStatus &lt; ActiveRecord::Base
  has_many :transcriptions, :inverse_of =&gt; :transcription_status
end
</code></pre>

<p><strong>Problem</strong></p>

<p>Everytime I call <code>transcription_status</code> it is executing <code>N+1</code> query. Suggest me the way to refactor this code to prevent <code>N+1</code> query limit?</p>

<p>Thanks</p>
","2014-06-25 07:57:53"
"32590525","refactoring jquery addClass removeClass","0","<p>I have the effect I want, but I know it could be coded more efficiently.</p>

<p>Here's the effect...</p>

<p><a href=""http://brinsterinc.com/fw/dcp/steps_vert.html"" rel=""nofollow"">http://brinsterinc.com/fw/dcp/steps_vert.html</a></p>

<p>And here's the jQuery...</p>

<pre><code>$(document).ready(function() {
    setTimeout(function(){
        $( ""#1"" ).addClass( ""vstepCycle"" ).delay(1000).queue(function(){
            $(this).removeClass(""vstepCycle"").dequeue();
            });
   }, 3000);
   setTimeout(function(){
        $( ""#2"" ).addClass( ""vstepCycle"" ).delay(1000).queue(function(){
            $(this).removeClass(""vstepCycle"").dequeue();
            });
   }, 4000);
   setTimeout(function(){
        $( ""#3"" ).addClass( ""vstepCycle"" ).delay(1000).queue(function(){
            $(this).removeClass(""vstepCycle"").dequeue();
            });
   }, 5000);
   setTimeout(function(){
        $( ""#4"" ).addClass( ""vstepCycle"" ).delay(1000).queue(function(){
            $(this).removeClass(""vstepCycle"").dequeue();
            });
   }, 6000);
});
</code></pre>

<p>Trying to learn so any advice appreciated!</p>
","2015-09-15 15:55:23"
"37494997","refactoring caode with spring factory-method","0","<p>This question is the follow-up of <a href=""https://stackoverflow.com/questions/37493304/spring-value-returns-null"">this one</a>.</p>

<p>The problem is I want to inject a value in .properties file and always return null. The reason is that myClassContext is calling new myclass1() and new myclass2() so both myclass1 and myclass2 are not manage by Spring.</p>

<p>So my question now is how can I refactor the code to make the @Value(""${path}"") useful so I can get right result of myClassContext.getPath(params) based on the params.  </p>

<p>I think I should use static factory-method to do this, but I can't think of a solution.</p>

<p>In my applicationContext.xml:</p>

<pre><code>....
&lt;context:component-scan base-package=""com.mypackage""&gt;
     &lt;context:exclude-filter type=""annotation"" expression=""org.springframework.stereotype.Controller""/
&lt;/context:component-scan&gt;
&lt;context:property-placeholder location=""classpath:/config/core/abc.properties""/&gt;
....
</code></pre>

<p>in abc.properties:</p>

<pre><code>path=testpath
</code></pre>

<p>my classes:</p>

<pre><code>package com.mypackage
@Component
public class myclass1 implements Imyclass {
    @Value(""${path}"")
    private String path; //this always is null
    ...
    public String getMyPath() {
        return path+""myclass1"";
    }
}

package com.mypackage
@Component
public class myclass2 implements Imyclass {
    @Value(""${path}"")
    private String path; //this always is null
    ...
    public String getMyPath() {
        return path+""myclass2"";
    }
}
</code></pre>

<p>myClassContext :</p>

<pre><code>public class myClassContext {
    public static String getPath(params){
        return getImyclass(params).getMyPath();
    }
    private static Imyclass getImyclass(params){
        Imyclass mc=null;
        if (logic(params)) {
            mc=new myclass();
        }
        else{
            mc=new myclass2();
        }
        return mc;
    }
}
</code></pre>

<p>What's the better way to manage instances by Spring so the @value will inject correctly? </p>
","2016-05-28 03:47:21"
"37610258","refactoring code by reducing iterations and db hits","0","<p>I have a private instance user model method like below:-  </p>

<pre><code>def generate_authentication_token
  loop do
    token = Devise.friendly_token
    break token unless self.class.unscoped.where(authentication_token:   token).first
  end
end  
</code></pre>

<p>Let us assume that, no. of user record is 100 trillions. If I issue the above script and the token generated on each iteration matches with a record then, loop will iterate for 100 trillion times, same will happen with DBMS too for searching record. Is there any solution to make this problem fast, by reducing iteration and reducing db-hits (given that each iteration will give matching record). And seriously, sorry ! if the question makes no sense and let me know, I will delete ASAP. Thanks. Happy    Coding.       </p>
","2016-06-03 09:06:30"
"7488971","refactor old webapp to gain speed","0","<p>4 years ago, I've built a webapp which is still used by some friends. the problem with that app, is that now it has a huge database, and it loads very slow. I know that is just my fault, mysql queries are mixted all over the places(even in the layout generation time). </p>

<p>ATM I know some about OO. I'll like to use this knowledge in my old app, but I don't know how to do it without rewriting all the from the beginning. Using MVC for my app, is very difficult at this moment.</p>

<p>If you were in my place, or if you will had the task to improve the speed of my old app, how you will do it? Do you have any tips for me? Any working scenarios?</p>
","2011-09-20 17:09:38"
"44727384","refactoring conditional statment","0","<p>I been trying to find a better way of writing:</p>

<p>This works but there must be a cleaner way right?</p>

<pre><code>public static function checkCourierCountry($courier, $country)
{
    if (isset(self::shippingGroups()['shippingGroups']['europe']) &amp;&amp;
        in_array($country, self::shippingGroups()['shippingGroups']['europe'])) {
        return true;
    }
    if (isset(self::shippingGroups()['shippingGroups']['fedex']) &amp;&amp;
        in_array($country, self::shippingGroups()['shippingGroups']['fedex'])) {
        return true;
    }
    if (isset(self::shippingGroups()['shippingGroups']['parcelForce']) &amp;&amp;
        in_array($country, self::shippingGroups()['shippingGroups']['parcelForce'])) {
        return true;
    }
    return false;
}
</code></pre>
","2017-06-23 17:56:46"
"14450993","refactoring model to remove proxy_options for rails 3 upgrade","0","<p>I'm currently upgrading a rails app from 2.x to 3.1.</p>

<p>Wondering if anyone can help to refactor this to remove the proxy_option code (which is no longer available in rails 3):</p>

<pre><code>scope = Product.scoped({})
scope = scope.scoped( Product.allowed(options[:current_user]).proxy_options )
scope = scope.scoped( Product.for_country(options[:country_ids]).proxy_options ) if options[:country_ids]
</code></pre>

<p>Example of one of the scope methods include:</p>

<pre><code>  def allowed(user)
    where(:id =&gt; user.access_to(self.name))
  end
</code></pre>
","2013-01-22 03:15:17"
"22118922","refactor IF...ELSE into Nested foreach to LINQ","0","<p>I am having troubles on finding a way to refactor my nested foreach code into a Linq, mostly because it includes an IF-Else clause into it.</p>

<p>Below is a simplified version of my code. How do I include the IF..Else into a linq statement??</p>

<p>I appreciate your suggestions.</p>

<pre><code>List&lt;hierarchy&gt; PredomHierarchy;
List&lt;hierarchy&gt; RecesesHierarchy;

foreach x in PredomHierarchy{
foreach y in RecesesHierarchy{  

  if(x.name = y.name){      
    Dosomething(x.name, y.name);                
    } else {        
    DosomethingElse(x.name, y.name);
  }
 }
}
</code></pre>
","2014-03-01 19:02:49"
"47967828","refactoring within a shell script","0","<p>I have been given assignments to do on sed command. I was just thinking of coding a refactoring tool using the command line. Is there a way to access the variables declared in a c++ program externally from a shell script and change their name,type,global and static declarations,etc? Are their specific commands. I am using gcc and gdb in my system.
Googling it up did not give suitable results.</p>
","2017-12-25 10:38:13"
"43619317","refactoring code to keep large objects/models in memory in iPython to be reused in python scripts","0","<p>My script depends on loading lots of variables in a minute and uses them globally in many functions. Every time I call that script in iPython, it loads them again, taking time. </p>

<p>I tried to take these calls to load and populate functions out of that script, but then these global variables are not available to the functions in the script. 
It gives <code>NameError: name 'clf' is not defined</code> error message.</p>

<p>Is there a best way to refactor this code to keep these globals in memory and make the script use them? The script loads many variables like these, and uses them in other functions as globals. </p>

<p><code>vectorizer_title, vectorizer_desc, clf, 
df_instance, vocab, all_tokens, df_dist_all, 
df_soc2class_proba, dict_p2s, 
dict_f2m, token_pattern, cleanup_pattern, 
excluded_words = load_data_and_model(lang)
dict_token2idx_all, dict_token2idx_instance, 
dist_array, token_dist_to_instance_min, 
dict_bigram_by_instance, denominate, 
similar_threshold = populate_data(1)</code></p>
","2017-04-25 19:25:34"
"7819170","refactor a dal with hibernate,dao,services and unit of work : how to put all togheter","0","<p>i'm refactoring a jsf web application dal which uses hibernate and the dao pattern, at the moment each data acces class handles its own session and transaction into each method (a session per operation antipattern is it? )
for example :</p>

<pre><code>public void saveEntity(ModelEntity entity) throws Exception {
    String entityName = getCleanClassName(entity.getClass());
    Session session = null;
    Transaction tx = null;
    try {
        session = SessionFactoryUtil.getInstance().openSession();
        tx = session.beginTransaction();
        session.saveOrUpdate(entity);
        session.flush();
        tx.commit();
    } catch (Exception ex) {
        tx.rollback();
                    ...
        throw new Exception(msg, ex);
    } finally {
        session.close();
    }
}
</code></pre>

<p>Above classes can be used directly into backing bean actions or through some business logic classes methods (for example create new detached object, set some values and store them trhough DAO objects). Now i've found that some businness logic classes methods need to be executed atomically, for example :</p>

<pre><code>                       //inside some backing bean actionlistener
        DocumentoManager dm = new DocumentoManager();
        PraticaManager pm = new PraticaManager();
        Documento newDoc = new Documento();
        newDoc.setDataArrivo(new java.util.Date                           newDoc.setNote(""..."");
        Allegato newAll = new Allegato();
        newAll.setTitolo(newDoc.getNote());
                       //businness logic methods that should be executed atomically
        dm.creaDocumentoDaAllegato(newDoc,newAll,
            event.getFile().getContents(),
            event.getFile().getFileName(),
            """");
        pm.collegaDocumento(pratica, newDoc);
</code></pre>

<p>Finally i've a sessionFactoryUtil class which manages hibernate session (getcurrentSession, openSession, etc ... ).</p>

<p>How can i refactor the above architecture? i was thinking to do the following:</p>

<ol>
<li>remove the transaction from the DAO objects : i can't put
transactions management into bl classes (xxxManager) , so should i
use a class that just create,commit or rollback the transaction ,
encapsulating the sessionFactoryUtil, and to be used inside backing
beans (say jta userTransaction) ? </li>
<li>If someone try to use directly the DAO object how do i set the session ? Accessing sessionFactoryUtil into DAOs methods ?</li>
<li>Is it safe to call getCurrentSession inside DAOs?</li>
<li>if i create a class to handle businness logic transactions, how can i be sure it's thread safe ?</li>
</ol>

<p>I think sessionFactoryUtil is thread safe since it's been written following the pattern suggested on hibernate guide :</p>

<pre><code>private SessionFactoryUtil() {
}

static {
    // Annotation and XML
    // sessionFactory = new
    // AnnotationConfiguration().configure().buildSessionFactory();
    // XML only
    try {
        sessionFactory = new Configuration().configure().buildSessionFactory();
    } catch (Exception e) {
                  ...
    }

}

public static SessionFactory getInstance() {
    try{
        return sessionFactory;
    } catch (Exception ex)
    {
        return null;
    }
}
</code></pre>
","2011-10-19 09:27:25"
"21327516","refactoring xsd elements with same elements?","0","<p>I have below xsd elements.</p>

<pre><code> &lt;xsd:element name=""requestOne"" type=""tns:RequestOne""/&gt;
  &lt;xsd:complexType name=""RequestOne""&gt;
        &lt;xsd:annotation&gt;
            &lt;xsd:documentation&gt;some comment&lt;/xsd:documentation&gt;
        &lt;/xsd:annotation&gt;
        &lt;xsd:sequence&gt;
            &lt;xsd:element name=""id"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1""/&gt;
        &lt;/xsd:sequence&gt;
  &lt;/xsd:complexType&gt;

   &lt;xsd:element name=""requestTwo"" type=""tns:RequestTwo""/&gt;
  &lt;xsd:complexType name=""RequestTwo""&gt;
        &lt;xsd:annotation&gt;
            &lt;xsd:documentation&gt;other comment&lt;/xsd:documentation&gt;
        &lt;/xsd:annotation&gt;
        &lt;xsd:sequence&gt;
            &lt;xsd:element name=""id"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1""/&gt;
        &lt;/xsd:sequence&gt;
  &lt;/xsd:complexType&gt;
</code></pre>

<p>It has two complex elements but inside them there is duplicated code. How can i refactor above code?</p>

<p>Thanks!</p>
","2014-01-24 08:09:33"
"16014543","refactoring rails method","0","<p>I was wondering, how could i refactor this code, because it doesn't looks good to read and understand</p>

<pre><code>def next_payment_price
    price = self.plan_price
    price = discounted_price if self.coupon &amp;&amp; self.coupon_duration.nil? &amp;&amp; self.coupon_discount != 100
    price = discounted_price if self.coupon &amp;&amp; self.coupon_duration.present? &amp;&amp; self.coupon_discount != 100 &amp;&amp; ((self.created_at + 14.days + self.coupon_duration.month)  &gt; Time.now )
    price
end

def discounted_price
    self.plan_price - ((self.plan_price * self.coupon_discount) / 100)
end
</code></pre>
","2013-04-15 11:55:54"
"5135371","refactoring a controller query with If/else","0","<p>This is what my index action currently looks like. If the current_user is not enrolled to any courses it lists all courses. If he is enrolled to any, it only lists the other ones. Is this a good way to get the needed records or is there a nicer way? Any suggestions? Thx for your time!</p>

<pre><code>if current_user.courses.empty?
  @courses = Course.all
else
  @courses = Course.where(""id not in (?)"", current_user.courses)
end
</code></pre>
","2011-02-27 19:27:32"
"36500973","refactor a pythonic recursive filter for dict","0","<p>Now I have a piece of codes as follows:</p>

<pre><code>def checker(dict_element, dict_filter):
    global counter
    counter = 0

    def fullfill_filter(key, value):
        if key in dict_filter:
            if value in dict_filter[key]:
                return True

    def extract_dict(dict_element):
        global counter

        for key, value in dict_element.items():
            if isinstance(value, str):
                if fullfill_filter(key, value):
                    counter += 1
            elif isinstance(value, dict): 
                extract_dict(value)
            elif isinstance(value, list):
                extract_list(key, value)

    def extract_list(key, list_element):
        global counter

        for el in list_element:
            if isinstance(el, dict):
                extract_dict(el)
            if isinstance(el, list):
                extract_list(el)
            if isinstance(el, str):
                if fullfill_filter(key, el):
                    counter += 1

    extract_dict(dict_element)

    if counter == len(dict_filter.keys()):
        return True
    return False
</code></pre>

<p>It is used to filter a dictionary <code>dict_element</code> contains various types of object, and I want to find the right one according to what I have in the dict_filter.</p>

<p>For example I have a dictionary have two sub dictionary as follows:</p>

<pre><code>list = [
    {
        'services': [],
        'location': {
            'latitude': '51.026',
            'country': 'Germany',
            'longitude': '13.725'
        },
        'available': 'true',
        'technologies': ['Virtual Machines', 'Distributed Systems', 'Internet', 'Wired'],
        'type': 'node',
        'exclusive': 'false',
        'types': [{
            'disk_images': [{
                'version': 'f22',
                'os': 'Linux',
                'name': 'Fedora f22'
            }],

        }]
    }, {
        'services': [],
        'location': {
            'latitude': 'unknown',
            'country': 'Taiwan',
            'longitude': 'unknown'
        },
        'available': 'false',
        'technologies': ['Virtual Machines', 'Distributed Systems', 'Internet',],
        'type': 'node',
        'exclusive': 'false',
        'types': [{
            'disk_images': [{
                'version': 'f24',
                'os': 'Linux',
                'name': 'Fedora f24'
            }],
        }]
    }
]
</code></pre>

<p>If I do as<code>[checker(dict, dict_filter = {'avaliable': 'true', 'country':'Germany'}) for dict in list]</code> 
or <code>[checker(dict, {'version': 'f22'}) for dict in list]</code>
or <code>[checkert(dict, {technologies: 'Wired'} for dict in list]</code>
, I can filter out the second case and get the first dict, However, as you can see the codes is ugly and badly naming(not a native English speaker), is there a better and cleaner way to refactor it in pythonic way?</p>
","2016-04-08 13:33:41"
"5130592","refactoring will_paginate attributes in a controller query","0","<p>Hey. I am using the following line over and over in my controller index queries. Does it makes sense to create a new application method to re-use it? Any suggestions on how I could extract this and perhaps pass the <code>:per_page</code> attribute a variable parameter? </p>

<pre><code>paginate :page =&gt; params[:page], :per_page =&gt; 12
</code></pre>

<p>Thanks for your time!</p>
","2011-02-27 00:09:33"
